,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
5014,14.5%,"Horse Heaven Hills, Columbia Valley, Washington, US",750 ml,White, US,8/1/2010,"The Roussanne really shines in the blend, offering rich, ripe, soft, seductive aromas of peaches and apricots, then folding into a broad midpalate with no rough edges. There is a definite peaches-and-cream feel to the midpalate, and that creamy flavor and texture runs right through a gentle finish.",Blanc du Moulin,,Domaine Pouillon 2008 Blanc du Moulin White (Horse Heaven Hills),$17, Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Horse Heaven Hills,Not rated yet [Add Your Review],White Blend,2008,Domaine Pouillon
5015,12%,"Ribeiro, Galicia, Spain",750 ml,White, Spain,8/1/2010,"Flowery and fresh, with a bit of talc and creaminess to the bouquet. A little soft in the mouth, but still wet and likable. Flavors of lemon-lime and celery are solid, while the finish is dry and peachy. Treixadura, Godello, Loureira and Albariño comprise the grape blend.",,Aviva Vino,Viña Mein 2008 White (Ribeiro),$18, Galicia,88,Ribeiro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],White Blend,2008,Viña Mein
5016,10.5%,"Ribeiro, Galicia, Spain",750 ml,White, Spain,8/1/2010,"Chiseled aromas of lemon-lime and spring flowers are lean but clean, and that pretty much describes this blend of Treixadura, Torrontés and Palomino. Lime and green banana are the key flavors, and the finish brings back lemon-lime and minerality. More basic than flashy, but nice in a neutral way.",,Luxe Wines & Spirits,Pazo Ribeiro 2008 White (Ribeiro),$10, Galicia,87,Ribeiro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],White Blend,2008,Pazo Ribeiro
5017,12%,"Crémant de Loire, Loire Valley, France",750 ml,Sparkling, France,8/1/2010,"Somewhat hard-edged wine, showing the sharpness of young Chenin Blanc. It has a future, though, as this edge drops away, because there is some good weight as well as bright fresh final acidity. Keep for several months.",Brut,USA Wine West,Château Moncontour NV Brut Chenin Blanc-Chardonnay (Crémant de Loire),$17, Loire Valley,86,Crémant de Loire,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Chenin Blanc-Chardonnay, White Blend",,Château Moncontour
5018,12%,"Ribeiro, Galicia, Spain",750 ml,White, Spain,8/1/2010,"Tight and largely neutral white fruit aromas show a little apple but little more. The palate is friendly and easy, with melon as the lead flavor. Turns more citrusy and weighty on the finish, which fades fast.",Viña do Campo,"South River Imports, LLC",Bodegas Docampo 2008 Viña do Campo White (Ribeiro),$18, Galicia,86,Ribeiro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],White Blend,2008,Bodegas Docampo
5019,13.5%,"Luján de Cuyo, Mendoza Province, Argentina",750 ml,White, Argentina,8/1/2010,"An unusual blend of Riesling, Albariño and Sauvignon Blanc that is largely neutral on the nose and then waxy, honeyed and pithy in the mouth. Along the way there's an appealing dry, melony, petrol character and some good old-fashioned tang. A breed unto itself.",Tiara,"Southern Starz, Inc",Viña Alicia 2008 Tiara White (Luján de Cuyo),$30, Mendoza Province,85,Luján de Cuyo,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],White Blend,2008,Viña Alicia
5020,13%,"Mendoza, Mendoza Province, Argentina",750 ml,White, Argentina,8/1/2010,"Floral and tropical aromas are a direct reflection of the 75% Torrontés in the blend. There's also lychee, another Torrontés byproduct. Otherwise, it's lean and tangy, with tangerine, lychee and green melon flavors. The more it opens the more it smells like a kitchen cleanser. But the forwardness and snap are admirable. Contains 15% Viognier and 10% Chardonnay.",Amado Sur,Banfi Vintners,Trivento 2009 Amado Sur White (Mendoza),$15, Mendoza Province,85,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],White Blend,2009,Trivento
5021,13%,"Rueda, Northern Spain, Spain",750 ml,White, Spain,8/1/2010,"Basa has long been one of our go-to whites from Rueda, but this vintage seems to be on the slide. The nose is oily and short, while the fruit is turning toward bitter. It still has some vitality and green fruit character, but our advice is to wait for the 2009. A blend of Sauvignon Blanc and Verdejo.",Basa,Vintus LLC,Telmo Rodríguez 2008 Basa White (Rueda),$15, Northern Spain,84,Rueda,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],White Blend,2008,Telmo Rodríguez
5022,13%,"Neuquén, Other, Argentina",750 ml,White, Argentina,8/1/2010,"Simple and peachy, with a mix of sweet and citric flavors. Tastes candied and tropical, with banana coming onto the finish along with orange and pineapple. A lot of fruit and flavor; just not much sophistication. A quaffer, pure and simple.",Picada 15,Vias Imports,Bodega NQN 2009 Picada 15 White (Neuquén),$11, Other,84,Neuquén,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],White Blend,2009,Bodega NQN
5023,14%,"Mendoza, Mendoza Province, Argentina",750 ml,White, Argentina,8/1/2010,"Bland and chunky, with aromas of talcum powder and apple. The palate feel is a mix of spritz and heft, and the flavors of melon and peach are pithy and lean toward bitter. Dusty and heavy on the finish, an indication that it won't last long and has already seen better days.",Carrascal,"Broadbent Selections, Inc",Weinert 2009 Carrascal White (Mendoza),$14, Mendoza Province,83,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2009,Weinert
5024,13.5%,"Mendoza, Mendoza Province, Argentina",750 ml,White, Argentina,8/1/2010,"Maybe this wine is already past its prime, but given that we aren't that familiar gauging barrel-aged blends of Sauvignon Vert, Pinot Gris, Chard and Torrontés, all we can say is that it comes across odd, resiny and heavy. Barrel notes and mustard flavors aren't all that great, and overall it's chunky, soft and tastes strange.",Gran Lurton Corte Friulano,"Ex-Cellars Wine Agencies, Inc",François Lurton 2008 Gran Lurton Corte Friulano White (Mendoza),$16, Mendoza Province,82,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],White Blend,2008,François Lurton
5025,13%,"Mendoza, Mendoza Province, Argentina",750 ml,White, Argentina,8/1/2010,"Yellow and chunky, and definitely on the way toward the grave. Mustardy aromas are severely short on freshness, and the palate is just as flat, dull and mealy as the nose. A weird, low-acid blend of Chardonnay, Viognier and Chenin Blanc.",1492 White,Eagle Eye Brands,Cristobal 1492 2009 1492 White White (Mendoza),$8, Mendoza Province,80,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],White Blend,2009,Cristobal 1492
5026,13%,"Rueda, Northern Spain, Spain",750 ml,White, Spain,8/1/2010,"Flat and gaseous smelling, with sulfur and no fruit to speak of. Tastes like bland nectarine and tangerine, and the body and finish are almost flabby. Borderline in terms of its acceptability.",Pindal,Duran Imports,TorresManur 2008 Pindal Verdejo-Viura (Rueda),$9, Northern Spain,80,Rueda,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Verdejo-Viura, White Blend",2008,TorresManur
5027,13%,"Ribeiro, Galicia, Spain",750 ml,White, Spain,8/1/2010,"Quite sweaty, oily and hard, almost like an underdeveloped Verdejo or Sauvignon Blanc. The palate is also on the bitter, oily, pithy side, with only a little grapefruit and orange working their way through.",,Maria Alvarez Serrano,Coto de Gomariz 2008 White (Ribeiro),$17, Galicia,80,Ribeiro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],White Blend,2008,Coto de Gomariz
5028,13.5%,"Burgenland, Austria",750 ml,White, Austria,7/1/2010,"A perfumed wine, the blend an esoteric collection of grapes that include Weissburgunder, Welchriesling and Furmint. The wine is concentrated and rich, its spice and peach flavors intense and powerful. There's a ginger bite, with the acidity just a touch to finish.",Ried Vogelsang,"Skurnik Wines, Inc",Heidi Schröck 2007 Ried Vogelsang White (Burgenland),$17,Burgenland,90,,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2007,Heidi Schröck
5029,12%,"Burgenland, Austria",750 ml,White, Austria,7/1/2010,"A blend of Weissburgunder and Neuburger, this offers soft, open, generous fruit, creamed apples and a hint of spice. The wine has an attractive, warm series of flavors that roll richly around the mouth. A few months' aging would bring out even more flavor. Screwcap.",Leithaberg Weiss,Legend Company Group LLC,Tinhof 2008 Leithaberg Weiss White (Burgenland),N/A,Burgenland,88,,Roger Voss,@vossroger,,Not rated yet [Add Your Review],White Blend,2008,Tinhof
5030,13.5%,"Vin de Pays de L'Herault, Languedoc-Roussillon, France",750 ml,White, France,7/1/2010,"An interesting blend of 50% Chardonnay, 40% Roussanne and 10% Sauvignon Blanc, this is a lively and very aromatic white with scents of pretty pink florals like sweet pea and roses, ripe peach, mango and melon. The same carries through to the palate, which shows great roundness in the middle without being too flabby. The finish is clean but lengthy. Delish.",1 C,Bourgeois Family Selections,Chateau Capion 2008 1 C White (Vin de Pays de L'Herault),$15, Languedoc-Roussillon,88,Vin de Pays de L'Herault,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],White Blend,2008,Chateau Capion
5031,13.5%,"Vin de Pays d'Oc, Languedoc-Roussillon, France",750 ml,White, France,7/1/2010,"The Le Mas, or “little farm,” is 80% Sauv Blanc with 15% Viognier and 5% Vermentino. There's a nice chalky note to the bouquet along with hints of sweet pea, lavender and stone fruit that continue through to the finish. A different, more nuanced style of Languedoc white.",Le Mas,Clos Du Val Wine/Goelet Wine Estates,Domaine de Nizas 2008 Le Mas White (Vin de Pays d'Oc),$14, Languedoc-Roussillon,87,Vin de Pays d'Oc,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],White Blend,2008,Domaine de Nizas
5032,13.5%,"Vin de Pays d'Oc, Languedoc-Roussillon, France",750 ml,White, France,7/1/2010,"Another great value from Arrogant Frog, this Viognier-Chard blend is fresh and delicious with flavors of rich wood-grilled apple, yellow florals, peach and toast. Medium weight and well balanced with a long finish. Drink now.",Lily Pad White,Palm Bay International,Arrogant Frog 2008 Lily Pad White Chardonnay-Viognier (Vin de Pays d'Oc),$10, Languedoc-Roussillon,86,Vin de Pays d'Oc,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],"Chardonnay-Viognier, White Blend",2008,Arrogant Frog
5033,11.5%,"Südsteiermark, Austria",750 ml,White, Austria,7/1/2010,"A fresh style of wine, with an attractive edge of softness followed by the brightest fresh acidity. A simple, crisp, clean wine to drink now. Screwcap.",Green Grün,Weygandt-Metzler,Manfred Tement 2009 Green Grün White (Südsteiermark),N/A,Südsteiermark,85,,Roger Voss,@vossroger,,Not rated yet [Add Your Review],White Blend,2009,Manfred Tement
5034,14.8%,"Vin de Pays des Côtes Catalanes, Languedoc-Roussillon, France",750 ml,White, France,7/1/2010,"Aromas of yellow flowers and soft sweet spice take time to appear on the bouquet of this Grenache-based white. Round and flabby, with notes of melon, celery and nectarine in the mouth. The finish is medium with hints of toast.",Le Sud,Robert Kacher Selections,Mas de Lavail 2007 Le Sud White (Vin de Pays des Côtes Catalanes),$24, Languedoc-Roussillon,85,Vin de Pays des Côtes Catalanes,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],White Blend,2007,Mas de Lavail
5035,12.5%,"Niederösterreich, Austria",750 ml,White, Austria,7/1/2010,"The name Gemischter Satz means a field blend of grapes, often old and rare varieties, an Austrian tradition. The wine is light, fresh and crisp, with just a slight prickle on the tongue. There is a creamy character, lying well with the spicy element. Screwcap.",Gemischter Satz,"Winesellers, Ltd",Pratsch 2008 Gemischter Satz White (Niederösterreich),$21,Niederösterreich,85,,Roger Voss,@vossroger,,Not rated yet [Add Your Review],White Blend,2008,Pratsch
5036,13.5%,"Vin de Pays d'Oc, Languedoc-Roussillon, France",750 ml,White, France,7/1/2010,"Soft red apple, white peach and delicate white florals unfold in the nose, while toastier notes of baked apple and brioche appear in the mouth. Round and full, there's not a lot of complexity here but it's straightforward, satisfying and quite easy to drink.",Vignes de Nicole,Elite Brands,Domaines Paul Mas 2008 Vignes de Nicole Chardonnay-Viognier (Vin de Pays d'Oc),$14, Languedoc-Roussillon,85,Vin de Pays d'Oc,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],"Chardonnay-Viognier, White Blend",2008,Domaines Paul Mas
5037,11.4%,"Finger Lakes, Finger Lakes, New York, US",750 ml,White, US,7/1/2010,"A delicious and refreshing white made with 70% Muscat Ottonel, 15% Chardonnay and 15% Viognier. Very aromatic on the nose with notes of sweet pea florals, lilac, lychee, ripe pear and fresh orange slices. The palate is medium weight but vibrant, with more ripe tropical fruit unfolding in the mouth and on the finish. A different but excellent option as an apéritif to pair with spicy appetizers.",42 NORTH Estate Bottled,,Lamoreaux Landing NV 42 NORTH Estate Bottled White (Finger Lakes),$15, New York,85, Finger Lakes,Lauren Buzzeo,@laurbuzz,Finger Lakes,Not rated yet [Add Your Review],White Blend,,Lamoreaux Landing
5038,13%,"Vin de Pays des Côtes Catalanes, Languedoc-Roussillon, France",750 ml,White, France,7/1/2010,"Fresh and vibrant on the nose with green citrus, peach and sweet pink florals. The soft fruit is nicely balanced, ending with a simple, clean finish.",Voyou Chardonnay-Grenache Blanc,Testa Wines Of The World,Addict Wines 2007 Voyou Chardonnay-Grenache Blanc White (Vin de Pays des Côtes Catalanes),$11, Languedoc-Roussillon,85,Vin de Pays des Côtes Catalanes,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],White Blend,2007,Addict Wines
5039,N/A,"Barsac, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"A big, rich wine, showing its gorgeous fruit easily. But with a core of dryness, the ripest apricots touched by caramel, it should age well over many years. There is intense power here, still hidden by the youth of the wine, but with final concentration.",,Château Climens,Château Climens 2007  Barsac,$200, Bordeaux,98,Barsac,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château Climens
5040,N/A,"Sauternes, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"Powered by dry botrytis, this is a wine with immense potential. It has weight, complexity and richness, all under the cloak of botrytis. To leaven the power, there is acidity, but this is certainly for aging.",,Château Suduiraut,Château Suduiraut 2007  Sauternes,$90, Bordeaux,97,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château Suduiraut
5041,N/A,"Sauternes, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"A gold-colored wine. The palate has intense freshness as well as ripe apricot and orange zest flavors. The acidity cuts through the intense richness, leaving a wine that needs time to fully integrate, and then many more years to mature.",,Château Guiraud,Château Guiraud 2007  Sauternes,N/A, Bordeaux,96,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château Guiraud
5042,N/A,"Sauternes, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"A beautifully ripe wine, layered with the richest fruit, the acidity offering a bright moment within the richness. Botrytis is there, like a hard core for the pillow of ripe apricots, lychees, spice and fine freshness.",,Château Clos Haut-Peyraguey,Château Clos Haut-Peyraguey 2007  Sauternes,N/A, Bordeaux,95,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château Clos Haut-Peyraguey
5043,N/A,"Sauternes, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"Packed with botrytis, this is a wine whose sweetness is suppressed by richness. Flavors of bitter oranges and white figs go with the intense core of botrytis, followed by a touch of bright acidity. This is a wine whose journey is just beginning.",,Château Lafaurie-Peyraguey,Château Lafaurie-Peyraguey 2007  Sauternes,N/A, Bordeaux,94,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château Lafaurie-Peyraguey
5044,N/A,"Sauternes, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"A beautifully ripe wine, layering all the dense botrytis of the vintage with freshest acidity. It has weight, the texture of grainy honey, ripe yellow fruits, mango and orange zest. Impressive and certainly for aging.",,Château Sigalas-Rabaud,Château Sigalas Rabaud 2007  Sauternes,$110, Bordeaux,94,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château Sigalas Rabaud
5045,N/A,"Sauternes, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"Light gold color, but a wine with depth and balance. There is lovely acidity here, a wine that offers fresh fruits, apricot juice and deep layers of botrytis.",,Château la Tour Blanche,Château la Tour Blanche 2007  Sauternes,N/A, Bordeaux,94,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château la Tour Blanche
5046,N/A,"Barsac, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"The aromas are intensely sweet, full of orange marmalade and honey. The palate goes more for spice, with oranges and brown sugar allied to fresh fruits, apricots and lychees. The final flavors are delicious and enticing.",,Château Coutet Barsac,Château Coutet 2007  Barsac,N/A, Bordeaux,93,Barsac,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château Coutet
5047,N/A,"Sauternes, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"A wine that is bright with the freshest orange and lemon flavors, followed by liquid honey and fine apricots. It is perhaps light, but it is certainly delicious.",,Château de Rayne Vigneau,Château de Rayne Vigneau 2007  Sauternes,N/A, Bordeaux,93,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château de Rayne Vigneau
5048,N/A,"Barsac, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"Intensely rich in character, touched lightly by new wood, the acidity crispening the ripe orange and sweet peach skin texture. This is a gorgeous, opulent wine.",,Château Doisy-Védrines,Château Doisy-Védrines 2007  Barsac,N/A, Bordeaux,92,Barsac,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château Doisy-Védrines
5049,N/A,"Barsac, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"The color is light on this wine, which is really only just beginning to show richness. The botrytis dominates, with a fat, oily texture needing many years of aging. There is a lovely ripe orange marmalade flavor on the finish.",,Château Doisy-Daëne,Château Doisy-Daëne 2007  Barsac,N/A, Bordeaux,92,Barsac,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château Doisy-Daëne
5050,N/A,"Sauternes, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"There are big flavors of botrytis here, giving a wine with power and concentration. The texture is muscular, tightness surrounding botrytis and layering with pineapple acidity and apricots.",,Château Rabaud-Promis,Château Rabaud-Promis 2007  Sauternes,N/A, Bordeaux,92,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château Rabaud-Promis
5051,14.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,6/1/2010,"A fascinating—and unusual—blend of Sauvignon Gris and Sémillon, this wine is full of ripe, seriously opulent fruit, with peach and mango dominant. It is fleshed out with intense perfumes, rich fruit skins and kiwi fruit freshness.",Château Haut Mouleyre,Bernard Magrez,Bernard Magrez 2006 Château Haut Mouleyre  (Bordeaux Blanc),$15, Bordeaux,90,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2006,Bernard Magrez
5052,N/A,"Sauternes, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"Deep gold in color, a big, generous and opulent wine. It has rich yellow and tropical fruits and layers of botrytis, emphasizing power. Luckily, the acidity is also there to freshen the finish.",,Château Lamothe-Guignard,Château Lamothe Guignard 2007  Sauternes,N/A, Bordeaux,90,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château Lamothe Guignard
5053,13.5%,"Sauternes, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"A full, liquorous wine, with ripe mango and apricot flavors set against a backdrop of honey, dry botrytis and dense texture. The wine is now ready and maturing well. Drink over the next year.",Thomas Barton Réserve,Diageo Chateau & Estate Wines,Barton & Guestier 2005 Thomas Barton Réserve  (Sauternes),N/A, Bordeaux,90,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2005,Barton & Guestier
5054,N/A,"Sauternes, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"A tight wine, its sweet fruit rolling around between the texture of pear skins. There is freshness here, the acidity and the dry botrytis taking away from any huge sweetness.",,Château d'Arche,Château d'Arche 2007  Sauternes,N/A, Bordeaux,90,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château d'Arche
5055,N/A,"Sauternes, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"Very balanced wine, with the acidity well integrated into the ripe botrytis and firm texture. The wine has a poise to it, a lightness of touch, but will also age well.",,Château de Malle,Château de Malle 2007  Sauternes,N/A, Bordeaux,90,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château de Malle
5056,13.5%,"Sauternes, Bordeaux, France",375 ml,Dessert, France,6/1/2010,"Made at the Sauternes classed growth Château Guiraud, this is part of a worldwide range of wines under the Oriel brand. As it matures, its marmalade flavors are mellowing, giving a rich nut and honey wine, with bursts of acidity and the potential for another few years' aging.",Ondine,Oriel Wines,Oriel 2004 Ondine  (Sauternes),N/A, Bordeaux,90,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2004,Oriel
5057,N/A,"Oregon, Oregon Other, Oregon, US",750 ml,White, US,6/1/2010,"Mostly Pinot Blanc, this is an excellent bottle, succulent and juicy, just 12.6% alcohol, which puts it in the European camp. Mouthfilling citrus mixing lime, lemon, pineapple, orange and a bit of candied apricot all contribute to this tasty wine.",Meadow,,Ross Andrew 2008 Meadow White (Oregon),$16, Oregon,90, Oregon Other,Paul Gregutt,@paulgwine ,Oregon,Not rated yet [Add Your Review],White Blend,2008,Ross Andrew
5058,N/A,"Sauternes, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"The fruit is really ripe, botrytised, quite tight in character, the layers of tangerine and orange juice wedged into a dry core. This will need many years.",,Château Filhot,Château Filhot 2007  Sauternes,N/A, Bordeaux,89,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château Filhot
5059,N/A,"Barsac, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"Fresh gold color, with definite honeyed aromas of botrytis followed by sweet honey and spice flavors and the freshest acidity, but stopping surprisingly short.",,Château de Myrat,Château de Myrat 2007  Barsac,N/A, Bordeaux,89,Barsac,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château de Myrat
5060,12.5%,"Graves, Bordeaux, France",750 ml,White, France,6/1/2010,"Smooth and soft, with an attractive perfumed character layered with wood toast, pear and peach flavors and lively acidity. This is finely balanced, still young, worth aging another year.",,Baron Francois Ltd,Château Haut Selve 2008  Graves,N/A, Bordeaux,89,Graves,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2008,Château Haut Selve
5061,12.5%,"Entre-Deux-Mers, Bordeaux, France",750 ml,White, France,6/1/2010,"This is white Bordeaux at its freshest, bursting with herbaceous flavors, very grassy. It does have some weight of green plum flesh and a creamy texture. Delicious.",,Stacole Fine Wines,Château de Fontenille 2009  Entre-Deux-Mers,$12, Bordeaux,88,Entre-Deux-Mers,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2009,Château de Fontenille
5062,12.5%,"Sauternes, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"Vintage 2007 was a big success in Sauternes, and this wine gives a good indication of the richness both of the yellow peach and apricot fruits and the drier botrytis. Ample, full and finely balanced.",,Diageo Chateau & Estate Wines,Barton & Guestier 2007  Sauternes,N/A, Bordeaux,88,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Barton & Guestier
5063,N/A,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,White, US,6/1/2010,"Young and yeasty, this six-variety blend captures the floral spice of Gewürztraminer, and mixes in some grassy herb, gooseberry and melon as well. An interesting, light, dry white wine perfect for spring.",Cuvée A Amrita White Wine,,Anne Amie 2008 Cuvée A Amrita White Wine White (Willamette Valley),$16, Oregon,88, Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley,Not rated yet [Add Your Review],White Blend,2008,Anne Amie
5064,N/A,"Barsac, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"This is more on the fresh side, with a bright citric component adding a crisp character to the botrytis richness. The texture is tight, apple and pear skin cutting through the sweetness.",,Château Nairac,Château Nairac 2007  Barsac,N/A, Bordeaux,88,Barsac,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château Nairac
5065,12%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,6/1/2010,"Highly aromatic wine, with upfront herbaceous fruits that could give New Zealand Sauvignons a run for their money. What gives it an extra element is a creamy applesauce flavor that smooths the wine and makes it richer.",La Grande Cuvée,Thiénot USA,Dourthe 2008 La Grande Cuvée  (Bordeaux Blanc),N/A, Bordeaux,87,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2008,Dourthe
5066,12%,"Graves, Bordeaux, France",750 ml,White, France,6/1/2010,"The dominance of Sémillon in the blend gives a ripe, creamy character, hinting at honey as well as yellow fruits. The herbaceous element is there but is tamed by the richness.",,Baron Francois Ltd,Château le Bonnat 2008  Graves,N/A, Bordeaux,87,Graves,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2008,Château le Bonnat
5067,12%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,6/1/2010,"A ripe, gentle wine, with some sweet fruits touched by honey. The texture has apple skins as well as creaminess. The finale is soft, full in the mouth.",,Serge Doré Selections,Château du Pin Franc 2008  Bordeaux Blanc,$12, Bordeaux,87,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2008,Château du Pin Franc
5068,N/A,"Sauternes, Bordeaux, France",750 ml,Dessert, France,6/1/2010,"A wine that seems dilute, the texture light, while the fruit is reluctant to show much. There is a hollow center here, leaving a wine that is simply pleasant.",,Château Romer-du-Hayot,Château Romer du Hayot 2007  Sauternes,N/A, Bordeaux,86,Sauternes,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2007,Château Romer du Hayot
5069,N/A,"Entre-Deux-Mers, Bordeaux, France",750 ml,White, France,6/1/2010,"A rich style, already creamy in texture, showing the ripe fruit of 2009. It has a soft texture, with balancing grapefruit but more with sweeter fruits.",Château Ducla,Victoire Imports,Yvon Mau 2009 Château Ducla  (Entre-Deux-Mers),N/A, Bordeaux,86,Entre-Deux-Mers,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2009,Yvon Mau
5070,11.5%,"Catalunya, Catalonia, Spain",750 ml,White, Spain,6/1/2010,"Some Barbier wines, depending on when you catch them, are fresh, pleasant and overdeliver. Others are dull and dead. This one falls into the first category with its melon, apple and Asian pear aromas and flavors. It's lithe, light in body and clean. Good as it gets for $6.",Mediterranean White,Freixenet USA,René Barbier NV Mediterranean White White (Catalunya),$6, Catalonia,86,Catalunya,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],White Blend,,René Barbier
