,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
4328,12.5%,"Somontano, Northern Spain, Spain",750 ml,Red, Spain,10/1/2008,"The only sweetness on offer is on the nose. After that, things go lightweight and tangy, leaving a racy feel and semiastringent cherry flavors. A real sizzler with zesty red fruit and not much else.",Montesierra Oak Aged,The Winebow Group LLC,Bodegas Pirineos 2003 Montesierra Oak Aged Tempranillo (Somontano),$9, Northern Spain,83,Somontano,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2003,Bodegas Pirineos
4329,12.5%,"Utiel-Requena, Levante, Spain",750 ml,Red, Spain,10/1/2008,"Cloudy in appearance but fairly clear on the nose and palate. Rhubarb and cherry aromas give this an austere, red-fruit bouquet, and the palate rests on racy cherry and doesn't budge. Lean late in the game, with coffee and bitterness to the thin, mildly grating finish.",Vertus,"Natural Merchants, Inc",Bodegas Iranzo 2006 Vertus Tempranillo (Utiel-Requena),$13, Levante,83,Utiel-Requena,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2006,Bodegas Iranzo
4330,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,10/1/2008,"Dill, cheese and mossy fruit give this wine a less than super bouquet. The palate is light, with strawberry flavors mixed with some peppery, herbal overtones. Short on the finish; not much bang for the buck.",Reserva,Ararat Import/Export Co. LLC,Diez-Caballero 2001 Reserva  (Rioja),$19, Northern Spain,83,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2001,Diez-Caballero
4331,13.5%,"La Mancha, Central Spain, Spain",750 ml,Red, Spain,10/1/2008,"Meaty and very oaky, with resin, mocha and milky aromas that amount to a wood cutter's dream. Not surprisingly, the mouthfeel is more shocking and acidic than the oaky bouquet suggests; flavors are racy and tart, and then a bitter lactic quality comes on strong. Too much going on, with nothing pulling in the same direction.",Crianza,"American Estates Wines, Inc",Gladium 2005 Crianza Tempranillo (La Mancha),$15, Central Spain,83,La Mancha,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2005,Gladium
4332,13.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,10/1/2008,"The name boasts of balance but we find mostly pine needle, skunk and eventually creamy red-fruit aromas followed by lean, tangy stawberry and cherry flavors. Light fruit and simple oak is all that's here.",A4 Nuestro Equilibrio,Grape Expectations (NC),Anta 2006 A4 Nuestro Equilibrio  (Ribera del Duero),$23, Northern Spain,83,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2006,Anta
4333,12.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,10/1/2008,"Lean, dry raspberry aromas and a slight floral essence carry the nose toward a zesty, semisharp palate with crisp cherry and cranberry flavors. Not bad in a lean, stripped-back way; but there's no excess oak, weight or sweetness. Lean stuff for old-school palates nursing plates of ham or salami.",Arderius,Haro Imports,Bodegas Leza García 2006 Arderius  (Rioja),$10, Northern Spain,83,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2006,Bodegas Leza García
4334,12.5%,"Rioja, Northern Spain, Spain",750 ml,Rose, Spain,10/1/2008,"Pickle and sweet funk on the nose give this chunky wine a nose that's less than fresh. Flavors of orange, peach and cantaloupe are sweet but flat, and in the end it tastes more like a fruit juice than a really solid dry rosé.",Rosado,Signature Imports,Darien 2007 Rosado Tempranillo (Rioja),$13, Northern Spain,83,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2007,Darien
4335,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,10/1/2008,"An herbal and brambly roughneck with forced aromas, lots of leather, and ultimately cranberry and other tart red-fruit flavors. Not much body, and thus it's short and piquant.",Roble,The Ravensvale Group,Hemar 2006 Roble  (Ribera del Duero),$21, Northern Spain,82,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2006,Hemar
4336,13%,"Utiel-Requena, Levante, Spain",750 ml,Red, Spain,10/1/2008,"A lesson in contrasts: the nose is both weedy and sweet, with green strawberry aromas mixing with caramel. The palate is also green and slightly bitter, but that's offset by some jammy berry sweetness. Medium in terms of weight, but with burdensome sugars and a clumsy finish.",Vertus Crianza,"Natural Merchants, Inc",Bodegas Iranzo 2004 Vertus Crianza Tempranillo (Utiel-Requena),$15, Levante,82,Utiel-Requena,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2004,Bodegas Iranzo
4337,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"Dalmau, the ultrapremium Tempranillo blend from Marques de Murrieta, is 65% pricier in 2004 than '03. And that might be justified. This is a spectacular wine in every sense of the word. The nose blends alluring scents of smoke, asphalt, rubber and black fruit. The palate is saturated and smooth, with black cherry and blackberry flavors leading the way. Coffee, berry pie and mocha help the finish hold court and then fade away. Already good but best from 2010–2020.",Dalmau,Maisons Marques & Domaines USA,Marqués de Murrieta 2004 Dalmau  (Rioja),$165, Northern Spain,95,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2004,Marqués de Murrieta
4338,13%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"Conde de la Salceda is owned by the Chivite family of Navarra. The wine straddles the fine line between classic and modern Rioja. The 2004 is the best Conde yet, with smoke, leather and baked plum aromas followed by a silky palate housing lovely dark berry, tobacco and spice flavors. Drink now or hold for another 12 years; it's that versatile.",Reserva,Kobrand,Conde de la Salceda 2004 Reserva  (Rioja),$50, Northern Spain,93,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2004,Conde de la Salceda
4339,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"Arguably on the heavy and rich side, but if you like chocolate, spice and pretty good pop across the palate, this is recommended. Rugged but not out of whack, with meaty dark-fruit flavors and bitter espresso/pepper on the finish. Should come together nicely over the next two years.",Crianza,"Vines 2 Wines, LLC",Costaval 2005 Crianza  (Ribera del Duero),$26, Northern Spain,91,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2005,Costaval
4340,13.3%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"Past vintages of Imperial Gran Reserva have seemed sharp and dilute; not the 1998, which is resolute in its delivery of cumin, root beer and subtle raspberry aromas. The palate has nice primary cherry and berry flavors, solid tannins and welcome but not overwhelming acidity. Notice a touch of dill and butter on the finish, a reflection of traditional American oak aging.",Imperial Gran Reserva,Pasternak Wine Imports,CVNE 1998 Imperial Gran Reserva  (Rioja),$70, Northern Spain,91,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",1998,CVNE
4341,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"A smoky number with vibrant aromas of dried fruits mixed with campfire and molasses. It's integrated and spicy, with cherry, apple-peel and other attractive secondary flavors. With no shortage of power and fine tannins, this wine is approaching its peak and should be good for another five years.",Reserva,Palm Bay International,Campillo 1999 Reserva  (Rioja),$34, Northern Spain,90,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",1999,Campillo
4342,13.6%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"Deep and dark, with fruitcake, black fruit and chocolate aromas. The wine has vibrancy and depth, which are the keys to getting the so-called “modern formula” right. Flush and ripe in terms of mouthfeel, with black plum, bitter chocolate and fine coffee flavors on the plump finish. Drink now through 2011.",Edición Limitada,Quintessential Wines,Ramón Bilbao 2005 Edición Limitada  (Rioja),$20, Northern Spain,90,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2005,Ramón Bilbao
4343,14.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"Torres' Celeste debuted in 2003, and the '05 is the best vintage to date. The wine has penetrating berry and spice aromas and an accent of animal leather. The palate is healthy and polished, with plum, blackberry and herbal notes. Comes together well and should be good in the cellar through 2012.",Celeste Crianza,"Dreyfus, Ashby & Co",Torres 2005 Celeste Crianza  (Ribera del Duero),$22, Northern Spain,89,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2005,Torres
4344,13.4%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"Dry, smoky and showing a touch of leather, this is a smooth crianza with bright berry flavors, a bit of heft, and well-applied oak that doesn't overwhelm. Black cherry and raspberry flavors are bright, and the vanilla and butter elements are controlled and should subside in due time. Drink now into 2010.",Viña Real Plata Crianza,Pasternak Wine Imports,CVNE 2005 Viña Real Plata Crianza  (Rioja),$21, Northern Spain,89,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2005,CVNE
4345,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"Here's a wine that manages to blend classic notes of dryness, fine acidity and red fruit with modern weight, ripeness, oak and color. It's not otherwordly but it does pass all the tests. The fruit is fine but regular, while the finish hints at licorice and chocolate. A no-frills winner without a lot of fanfare.",Reserva,Maisons Marques & Domaines USA,Marqués de Murrieta 2004 Reserva  (Rioja),$26, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2004,Marqués de Murrieta
4346,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"Black licorice, mint and a hint of raisin work the nose. However, the palate on this venerable Ribera wine is a bit jumpy and early on it seems tart and miserly; the upside is that the wine will age for 15 years. To drink now it'll need to go with food. If given plenty of airing or decanting it'll show its best.",Tinto,Classical Wines,Pesquera 2005 Tinto  (Ribera del Duero),$38, Northern Spain,88,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2005,Pesquera
4347,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"The aromas of sarsparilla, tree bark, dried raspberry and cumin take you back to traditional Rioja winemaking. With lighter-weight fruit, herb and tomato leaf flavors, this is a solid old-school wine that will hit the right marks with tapas or roast meats. It's got some tea and tang as well, courtesy of zesty acids.",Gran Reserva,"Frederick Wildman & Sons, Ltd",Baron De Ley 1998 Gran Reserva  (Rioja),$34, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,1998,Baron De Ley
4348,13.3%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"For a large-production Rioja, this sings the proper notes and shiould please almost anyone with a taste for Spanish red wines. It's violet in color, indicating good ripeness. The nose is concentrated and likable, with solid berry and plum fruit to back it up. Round, pleasant and with a touch of oaky vanilla on the finish. Drink now.",Crianza,Quintessential Wines,Ramón Bilbao 2005 Crianza  (Rioja),$13, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2005,Ramón Bilbao
4349,13.9%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"Light, laudable aromas of wood smoke, cherry, raspberry and licorice are inviting, while the palate is firm but on the precipice of sharp. In general everything is nicely put together, and overall this reserva has nice raspberry, black cherry, pastry and chocolate notes. Hold for at least another year.",Cune Reserva,Pasternak Wine Imports,CVNE 2004 Cune Reserva  (Rioja),$30, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2004,CVNE
4350,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"This wine is clearly shooting for the modern style of Rioja; it's dark as night, soft and meaty. But it also has a lot of gaseous sulfur on the nose and hard tannins. Expect a chewy, broad Rioja that's hedonistic but on the cusp of overripe. Decant before drinking within the next two years.",Martin Cendoya Reserva,Worldwide Wines and Spirits,Heredad Ugarte 2004 Martin Cendoya Reserva  (Rioja),$38, Northern Spain,87,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2004,Heredad Ugarte
4351,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"A little rough around the edges, i.e. there's a sharp note to the nose and then lots of barrel char to back that up. There's black fruit, pepper and lots of oak on the palate, which has a full feel and then firm, clamping tannins.",Lanzaga,Vintus LLC,Telmo Rodríguez 2004 Lanzaga  (Rioja),$30, Northern Spain,87,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2004,Telmo Rodríguez
4352,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"Coconut and wintergreen aromas announce new oak, and as it opens this somewhat muscular Rioja unveils butter and charred scents. It's full, with good acid-to-tannin balance, and the fruit is forward and ripe. A little bit sweet and chunky in the final analysis, but a nice modern-influenced Rioja on the whole. Drink now through 2009.",Inspiración Valdemar,CIV/USA,Bodegas Valdemar 2005 Inspiración Valdemar  (Rioja),$20, Northern Spain,87,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2005,Bodegas Valdemar
4353,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"There's no shortage of ripe aromas: leather, berries and aged cheese. Yet the palate is quite sharp, with searing acidity sitting on top of red-berry flavors. This wine has unlimited aging potential, but will it ever taste great? That remains to be seen.",Alba de Breton,Classical Wines,Bodegas Breton 2004 Alba de Breton  (Rioja),$72, Northern Spain,86,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2004,Bodegas Breton
4354,12.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"Leafy and peppery on the nose, with light red-fruit aromas and some citrus peel. It runs more lean and spicy than anything, with hints of tomato leaf, fennel and sausage.",Gran Reserva,Saranty Imports,Castillo Clavijo 1998 Gran Reserva  (Rioja),$25, Northern Spain,86,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",1998,Castillo Clavijo
4355,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"A forward specimen with lots of oak that settles on cinnamon and wood tannin. Also a touch leafy on the nose, and that's backed by tangy cranberry and acid-driven cherry flavors. Very tight and piercing, which for a 2005 crianza is asking too much.",Crianza,The Ravensvale Group,Hemar 2005 Crianza  (Ribera del Duero),$30, Northern Spain,85,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2005,Hemar
4356,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"Sassy pepper and light rhubarb aromas give this medium-weight crianza a spicy, lean outlook. The palate has tang, vibrant red fruit and mildly grating acidity, while the finish runs zesty and rings about your mouth as it does a spicy fade. A wine for current consumption.",Crianza,Pernod Ricard,Campo Viejo 2005 Crianza  (Rioja),$13, Northern Spain,85,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2005,Campo Viejo
4357,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"A little bit off balance, with mild compost and earth on the nose giving way to an angular palate with pointed acids along with flavors of zesty berries and red apple skins.",Crianza,Grapes of Spain,Dios Ares 2004 Crianza  (Rioja),$21, Northern Spain,84,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2004,Dios Ares
4358,13.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,Opens with candied berry and salinic aromas. It's tough in its youth and also a little too funky to inspire much confidence for the future. Toughness in tannins; toughness in fruit; quite peppery on the finish. It just isn't that inviting.,Barrica,Saranty Imports,Martín Berdugo 2005 Barrica  (Ribera del Duero),$18, Northern Spain,84,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2005,Martín Berdugo
4359,13%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"Old wines are not easy to appreciate, so we'd almost rather have you judge this wine. In our opinion, it's way too sour and lacking in fruit to justify rave reviews. Thirty years of age doesn't seem to have helped it, and what's left is sherried and pruny, yet with sharp acidity.",Castillo Ygay Gran Reserva Especial,Maisons Marques & Domaines USA,Marqués de Murrieta 1978 Castillo Ygay Gran Reserva Especial  (Rioja),$225, Northern Spain,83,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",1978,Marqués de Murrieta
4360,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,8/1/2008,"Given the high level at which Rioja is running these days, this green wine with aromas of pole beans and tobacco ash just isn't up to standards. Balance and elegance are nowhere to be found.",Añada,"American Estates Wines, Inc",Lar de Paula 2004 Añada  (Rioja),N/A, Northern Spain,81,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2004,Lar de Paula
4361,N/A,"Southern Oregon, Southern Oregon, Oregon, US",750 ml,Red, US,7/1/2008,"This is a substantial wine whose raspberry, pomegranate and wild cherry flavors are enhanced with striking minerality. The aromas suggest more to come as the wine develops, offering teasing hints of mint, vanilla and lead pencil. Give this plenty of cellaring and see what happens.",Reserve,,Abacela 2005 Reserve Tempranillo (Southern Oregon),$65, Oregon,91, Southern Oregon,Paul Gregutt,@paulgwine ,Southern Oregon,Not rated yet [Add Your Review],Tempranillo,2005,Abacela
4362,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,7/1/2008,"Two different Tempranillo clones are aged in 100% American oak. This pure, varietal wine offers warm, light red fruits and flavors of the barrels—hints of pickle barrel spice, along with whiffs of smoke and cured meats.",,,Seven Hills 2005 Tempranillo (Columbia Valley (WA)),$28, Washington,89, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Tempranillo,2005,Seven Hills
4363,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,7/1/2008,"Light, elegant and spicy, this polished wine shows an unusual mix of blueberry and peach fruit flavors, and the impression of tart citrus and peach continues under the sweeter, dominant berry as it moves into a finish sporting fine tannins and crisp acids. A fine effort for this rarely seen (in Washington) varietal.",,,Michael Florentino Cellars 2005 Tempranillo (Columbia Valley (WA)),$30, Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Tempranillo,2005,Michael Florentino Cellars
4364,14%,"Alentejano, Portugal",750 ml,Red, Portugal,7/1/2008,"Ripe, smooth, just veering toward rustic, but also showing a fine balance of tannins and sweet fruit. It is certainly rich, while the spicy character, with the dried fruits, is generous. The acidity is understated.",Aragonez,Tri-Vin Imports,Cortes de Cima 2005 Aragonez Aragonês (Alentejano),N/A,Alentejano,87,,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Aragonês, Tempranillo",2005,Cortes de Cima
4365,13.5%,"New Mexico, New Mexico, US",750 ml,Red, US,7/1/2008,"An alluring nose of plum, leather and spice leads on this red, and on the palate, structured, big fruit flavors follow. It's jammy but has grip, and though slightly one dimensional, the wine has character. A good showing.",,,Vivác Winery 2006 Tempranillo (New Mexico),$20, New Mexico,84,New Mexico,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Tempranillo,2006,Vivác Winery
4366,14.4%,"Texas, Texas, US",750 ml,Red, US,7/1/2008,"A bright, spicy nose is followed by slightly anemic flavors of tobacco, herb and leather on this unfiltered red from Texas. Discordant and watery, it lacks finesse.",Cornelious Unfiltered,,Inwood Estates Vineyards 2005 Cornelious Unfiltered Tempranillo (Texas),$40, Texas,81,Texas,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],Tempranillo,2005,Inwood Estates Vineyards
4367,14.5%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,6/1/2008,"About as good as it gets in terms of a powerful, fully oaked modern wine that still guards its core identity while offering plenty of straightforward drinking pleasure. San Roman in 2004 is a high-speed train with agile fruit and bracing acidity more dominating than, say, tannic might or alcoholic heat. Among the brave new world of modern wines from Toro this is one of the very best. 6,500 cases produced.",San Román,Grapes of Spain,Maurodos 2004 San Román  (Toro),$50, Northern Spain,95,Toro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinta de Toro, Tempranillo",2004,Maurodos
4368,14.5%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,6/1/2008,"Worn leather, hickory and earth scents accent the deep fruit that Numanthia is known for. But it's the polished mouthfeel and consistent delivery of flavor and texture on this '05 that distinguishes it from so many big bombers from Toro. By the time it's done you hardly feel the tannins on the finish, which lingers comfortably for minutes. Excellent wine to drink over the next six years.",Numanthia,Jorge Ordóñez Selections,Numanthia 2005 Numanthia  (Toro),$60, Northern Spain,94,Toro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinta de Toro, Tempranillo",2005,Numanthia
4369,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,6/1/2008,"Protos has been around a long time and it took the winery almost forever to jump on board the modern express. But with Selección they've nailed the recipe. This wine is young and ready to rock. It bypasses finesse and elegance and goes straight for power. The mouth is sweet, lush and cheerful, and the berry flavors are finely accented by smooth tannins and perfect acidity. Better to hold this wine for another couple of years, but don't let it die in your cellar. It's not a 20-year specimen.",Selección,Wineco Corp,Protos 2005 Selección  (Ribera del Duero),$80, Northern Spain,92,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2005,Protos
4370,14.5%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,6/1/2008,"Winemaker Victoria Benavides has maxed out the ripeness but has avoided any raisin, prune or molasses characteristics, which we like. Her Gran sits heavier on the palate than the 2004 Crianza, with firm tannins. But it also lingers more solidly on the back of the palate. To admire its purity and power, it's probably best to drink over the next four years.",Gran,Grapes of Spain,Elias Mora 2004 Gran  (Toro),$70, Northern Spain,92,Toro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinta de Toro, Tempranillo",2004,Elias Mora
4371,14.5%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,6/1/2008,"Fine oak, mineral, natural heat and power are all part of the sexy nose. Primary black cherry and plum flavors are warmed up by mild oaky char, but the barrels that enveloped the wine for 16 months were once-used so there isn't much overt vanilla or woodspice. Smooth across the palate and structured on the finish. Nothing is out of place; drink now through 2012.",Termes,Jorge Ordóñez Selections,Numanthia 2005 Termes  (Toro),$28, Northern Spain,92,Toro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinta de Toro, Tempranillo",2005,Numanthia
4372,15%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,6/1/2008,"Very young but exuberant and balanced. Tasted in Spain well after bottling but before its March 2008 release, Pintia, Vega Sicilia's Toro project, comes across as a bull of a wine with huge levels of color and extraction. Floral, mineral and violet aromas lead off, followed by deep berry fruit flavors and lots of rustic charred beef on the finish. Hold until 2009 and drink through 2014.",,Europvin USA,Pintia 2005  Toro,$75, Northern Spain,91,Toro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinta de Toro, Tempranillo",2005,Pintia
4373,15%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,6/1/2008,"Very concentrated and ripe, with all of the daintyness of an offensive tackle dancing a jig. At this early age the wine has some spine, but it will likely grow soft and lose clarity over time. For now, expect huge doses of smoked meat, soft-ish tannins, and lush black fruit. It's a dense, high-octane wine that would go great with any sort of stew, like wild boar or venison.",Gago,Vintus LLC,Telmo Rodríguez 2005 Gago  (Toro),$31, Northern Spain,91,Toro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinta de Toro, Tempranillo",2005,Telmo Rodríguez
4374,14.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,6/1/2008,"For fans of big, rich, modern wines, this is for you. The color is inky black and the nose oozes fudge, molasses, root beer, tree bark and lemon-tinged black fruit. The feel is rich but a little edgy, with thick tannins and a toasty overlay to the berries and dark plums that work the palate. Very much in the modern vein, but a success within that framework.",Vendima Seleccionada,The Ravensvale Group,Llanum 2004 Vendima Seleccionada  (Ribera del Duero),$60, Northern Spain,91,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2004,Llanum
4375,15%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,6/1/2008,"There's no shortage of ripeness in this single-vineyard, somewhat hot and wild Toro. The nose is all spice, heat and simmering black fruit, and that's backed by a brooding, heaviy concentrated palate. Teetering on the precipice of overripe, this wine needs all the air and patience you can give it to muster elegance to match its power.",Pago la Jara,Vintus LLC,Telmo Rodríguez 2005 Pago la Jara  (Toro),$75, Northern Spain,91,Toro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinta de Toro, Tempranillo",2005,Telmo Rodríguez
4376,13%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,6/1/2008,"If you like a traditionally styled Rioja then this will be highly appealing. Aromas of dill, tobacco and dried fruits are enticing, while the palate veers toward subtle fruits, more tobacco and finely intertwined acidity. This is a wonderful wine from an excellent vintage, thus there's absolutely no reason why it shouldn't age gracefully for another decade.",Gran Reserva,Siltstone Wines,Montecillo 2001 Gran Reserva  (Rioja),$27, Northern Spain,91,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2001,Montecillo
4377,14.5%,"Toro, Northern Spain, Spain",750 ml,Red, Spain,6/1/2008,"Very pure and clean wine; it doesn't suffer from any excess weight or oak. The emphasis is on core fruit, driving acidity and power. Yet it isn't devoid of some elegance, especially with food. Runs a bit lighter and zestier due to its acidity and midweight body. But has all the kick that Toro is known for.",Crianza,Grapes of Spain,Elias Mora 2004 Crianza  (Toro),$30, Northern Spain,90,Toro,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinta de Toro, Tempranillo",2004,Elias Mora
4378,14.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,6/1/2008,"This is the best wine from Siruela, and for the price it should be the real thing, which it is. Elite shows immense color and intensity. The nose bleeds bacon, mocha and lemony oak, while the palate has blackberry, coconut and coffee flavors. With a touch more depth and finesse this would make the next level. 15,000 cases produced.",Élite,Universal Wines & Spirits,Conde de Siruela 2004 Élite  (Ribera del Duero),$49, Northern Spain,89,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2004,Conde de Siruela
4379,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,6/1/2008,"This wine registers a step above most in its price range. It's very smooth and seductive on the nose, with aromas of fine tree bark and pure berry fruit. The palate deals tobacco, tomato, vanilla and raspberry flavors, while the finish is relaxed and long. Correct in every way, with a touch of flash and class.",II Crianza,Scoperta Importing Co. Inc,Covila 2004 II Crianza  (Rioja),$14, Northern Spain,89,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2004,Covila
4380,13.5%,"Cigales, Northern Spain, Spain",750 ml,Red, Spain,6/1/2008,"A more exact and rewarding Cigales red than most. It has a spot of mushroom and roughness to the nose, but the palate is well structured, with plenty of kick and some astringency coming from tannic bite, acidity and secondary oak notes. Traslanzas is not a factory wine and this is a strong effort for 2003, a notoriously hot year. Expect even better in 2004 and 2005.",,The Winebow Group LLC,Traslanzas 2003 Tempranillo (Cigales),$40, Northern Spain,89,Cigales,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2003,Traslanzas
